geohash,non_acclat,non_acclong,UJAHR,UMONAT,UWOCHENTAG,hour
u1qcwt4,52.32367378148412,9.781202302079379,2017,10,7,22
u1qfjxb,52.42596471343594,9.73502758224175,2019,2,7,7
u1r18xu,52.33861301847822,9.87140778125095,2017,11,6,5
u1qf5zx,52.424186931276935,9.667046423360068,2018,2,3,18
u1r40gy,52.40433197229039,9.885589236588226,2018,2,2,1
u1qcszg,52.337941292416204,9.705715667135829,2017,10,2,11
u1qfqeh,52.444423050369636,9.783977494135392,2018,12,2,1
u1qcsm3,52.32506410185725,9.680623314898266,2018,12,1,7
u1qfn54,52.40013665264532,9.758792090096437,2018,6,7,6
u1r40tx,52.41439430753112,9.875449083475186,2017,11,2,13
u1qcyu8,52.36443557336611,9.789581080456085,2018,12,2,0
u1qctpt,52.33621387472318,9.71936678669119,2017,8,5,2
u1qfqex,52.44676197565491,9.788656920887556,2017,1,6,5
u1qczz9,52.38080369431861,9.834395215692307,2017,8,4,20
u1qcwyd,52.33068381087092,9.791918263728824,2017,11,4,4
u1qfjuj,52.40519512609872,9.752342827608558,2017,11,5,5
u1qfnwn,52.415911444080415,9.78719877390954,2019,5,1,6
u1qfjux,52.40829263497473,9.755745770163172,2017,10,4,23
u1qfhf6,52.39582508747182,9.704735808247548,2019,3,3,8
u1qfhq2,52.41829844129158,9.679114270934111,2017,11,2,11
u1r1bxs,52.38066204063736,9.871243342589551,2018,4,6,7
u1qcuy1,52.37187091379281,9.703543511495255,2017,1,7,17
u1qcwmp,52.323589492948926,9.777598851198714,2018,11,6,23
u1qfqg3,52.44507740724923,9.790763779493236,2017,4,6,18
u1qcyfx,52.352732638825536,9.799045313513135,2017,6,6,8
u1qctxx,52.33695604778107,9.744817214422575,2018,9,6,3
u1qcxer,52.313244895224294,9.83155827929598,2018,9,7,3
u1qcvrq,52.37926742639345,9.731796128273347,2017,2,7,14
u1qcuvk,52.36781746732515,9.706555399140756,2017,4,6,19
u1qfn7c,52.4047063251866,9.768575351812382,2018,7,1,17
u1qcusg,52.36526999672912,9.695280874829896,2018,8,3,18
u1qf55h,52.40045325467702,9.629665307799753,2019,1,1,18
u1qfr0z,52.43133528000222,9.810172731575644,2018,12,1,22
u1qfpw3,52.417156244344135,9.824296080478966,2018,10,1,23
u1qcy4b,52.354446642310734,9.75719574960667,2017,7,3,0
u1qcvrv,52.38170409730207,9.72992924579246,2018,3,7,15
u1qfjp2,52.422744890659416,9.712610194636477,2017,4,2,19
u1qfhsd,52.408329689404326,9.693139276374046,2018,2,6,0
u1qfpgm,52.40121722834779,9.840261682944448,2017,6,2,13
u1qcxdd,52.30898491709392,9.825576409844814,2018,10,6,12
u1qctp5,52.33450740494527,9.717335486976433,2018,3,5,4
u1qcy30,52.34527734085079,9.767366381954746,2017,8,6,12
u1r40d2,52.396185293651996,9.866998220901932,2018,10,3,7
u1qcz25,52.33960226155994,9.816069352560156,2018,12,7,17
u1qcujn,52.36666270824947,9.677043498700556,2017,5,7,21
u1qfnwh,52.416277858676914,9.78333494627957,2017,6,7,10
u1qf5rp,52.42231837904984,9.64572638787904,2017,4,3,12
u1r4089,52.38628580353606,9.868436123339203,2019,3,3,3
u1qfhk2,52.4072472456548,9.67975241618132,2018,1,4,4
u1qcujc,52.370718407741364,9.670034266954138,2017,2,5,17
u1qctxe,52.3368343241119,9.738146418919781,2018,6,7,3
u1qcz1r,52.3462133783238,9.810209488351699,2017,9,3,16
u1qfqgw,52.44656538564484,9.79807401635766,2017,4,7,14
u1qfpmb,52.415021065415274,9.810953471537275,2017,11,1,1
u1qfjxt,52.42415408362196,9.74181052960596,2017,12,6,10
u1qcgcx,52.34789753341684,9.666631955686315,2017,1,1,22
u1r18pq,52.33478438326579,9.852608972935448,2018,2,7,17
u1r40sv,52.41008284055197,9.873640030068824,2018,1,7,7
u1r40j8,52.413116181454875,9.844144961685796,2019,1,2,4
u1qczjx,52.3692893292895,9.810284161998908,2018,4,1,3
u1qf4gd,52.40224801818715,9.616457045235444,2019,4,4,5
u1qcz0q,52.341039754264315,9.808521384129211,2017,11,2,8
u1qcxud,52.32060572051917,9.836849020905504,2019,5,5,20
u1qfnzp,52.42252033920483,9.799135067751264,2018,7,3,8
u1qczyy,52.37727423349496,9.841512710375277,2018,4,5,6
u1qfhd5,52.39488872840154,9.694517512142028,2018,11,5,5
u1qcvv0,52.36702265101252,9.745505625125157,2019,1,2,21
u1r401u,52.393233010099024,9.84955637010694,2018,1,3,6
u1qfn4k,52.396454614977465,9.762115506608735,2017,10,2,19
u1qcudu,52.35496759437215,9.696549640041674,2017,8,6,18
u1qfq2j,52.42751708743154,9.773815074905528,2017,1,1,18
u1qcv6g,52.3541244247789,9.727448406277249,2018,12,7,4
u1qfjs9,52.40876215568829,9.735533293439383,2018,11,6,17
u1qcyze,52.38061295985765,9.794000707543335,2017,2,7,2
u1qcwvg,52.32780514881698,9.793297669421419,2017,2,2,16
u1r40gg,52.403734513505746,9.881454978440699,2018,6,3,3
u1qfhxw,52.42419052399688,9.698313726331929,2018,5,2,21
u1qfj5b,52.403940408718036,9.71297398919301,2018,5,5,6
u1qcwrz,52.33809776170205,9.776600759350442,2017,2,6,8
u1qfj5b,52.40412471435617,9.712275518966704,2017,5,4,3
u1r40sy,52.40908472280204,9.874341982095867,2018,12,2,0
u1r1bc5,52.34545661833972,9.88105380344639,2017,10,7,7
u1qcxzx,52.33686223603259,9.843591326034746,2019,1,6,18
u1qcuxe,52.3813428768536,9.694165561870511,2017,1,6,1
u1qfjm8,52.41381210813496,9.723104345536946,2017,8,6,13
u1qcvk0,52.36214763361002,9.723757957680554,2018,3,3,10
u1qfpmq,52.412623571819175,9.819387237738386,2017,6,7,11
u1qfhs6,52.4069125545403,9.6937518612592,2018,7,1,20
u1qfnfk,52.395832971395,9.795479254012157,2017,7,2,18
u1r187s,52.31501248534561,9.861500665123172,2019,4,6,6
u1qczt0,52.36754303549868,9.822231759081873,2018,11,5,10
u1qcsyk,52.32934245370032,9.706578149574266,2018,7,6,13
u1qczg0,52.35670132753371,9.833674890862643,2019,1,6,1
u1qcxwz,52.33316129433547,9.832525715671729,2019,1,5,22
u1qczb6,52.34094862498318,9.836065176548857,2017,10,3,14
u1qcyk8,52.36484647712076,9.767526816729626,2019,5,6,6
u1qcu5g,52.359853456573234,9.672882856977644,2018,1,2,17
u1qf7bb,52.43222992093703,9.657433076131207,2017,10,3,0
u1qcy7n,52.35660709446515,9.775594302818973,2018,2,3,13
u1qcydp,52.349888328628566,9.787970455692571,2019,1,1,18
u1r1bnp,52.37256101899247,9.854717740675246,2019,5,1,14
u1qfhr0,52.42258714674268,9.679458041032614,2017,11,4,7
u1qcsxx,52.33638406684825,9.700556946425358,2019,3,6,19
u1qfj80,52.38305468797818,9.734062163818686,2018,1,4,21
u1qcwmy,52.327348371521566,9.775290755915396,2019,2,2,3
u1qfhjx,52.41330788342213,9.678732456638782,2018,1,5,9
u1qcz1r,52.34684432123275,9.810644296499673,2018,2,7,13
u1qfhuf,52.40988507017047,9.703914875709712,2017,1,2,16
u1qfp45,52.39456841133303,9.804234567619867,2018,7,1,7
u1qcut4,52.366565522480236,9.692954702885437,2017,11,6,12
u1qfnzk,52.42365997705716,9.795411541126418,2018,1,2,4
u1qcvwh,52.37247335016507,9.740054823356676,2017,10,4,18
u1r1843,52.30787857280714,9.845564625265398,2017,3,3,12
u1qfnpm,52.423594676134215,9.763089307907011,2017,3,3,20
u1qcyd9,52.352617797730616,9.779517003666841,2018,11,2,2
u1qcxh9,52.32081209218388,9.802370341412363,2019,5,2,2
u1qczyn,52.372224823427395,9.841973522348246,2019,5,4,12
u1qcz70,52.35567139902166,9.811262386865186,2017,8,2,16
u1qfptc,52.41524204980177,9.823601126782624,2017,5,6,9
u1qf4uj,52.40535469970588,9.620778877013214,2017,8,4,3
u1r1bhx,52.36436871770553,9.85378929660023,2018,2,1,23
u1qcgu1,52.362171224202534,9.658446435386098,2018,3,5,8
u1qcwnt,52.33068982862809,9.763205611430136,2017,12,3,23
u1qfhpc,52.425731019708905,9.669964434998674,2019,1,7,9
u1qcu2t,52.342456781698125,9.686027167038793,2017,7,3,15
u1qf4uw,52.408623273366814,9.621957600346288,2018,7,1,23
u1qcukh,52.3610903583801,9.685577179816615,2017,4,7,22
u1qcvxy,52.381873822650746,9.742133409211881,2018,1,6,2
u1r1bs5,52.361616067019476,9.87112580903682,2019,4,6,4
u1qcsx3,52.33547685725261,9.691811954504768,2018,12,4,4
u1qcxqj,52.32868900077879,9.81875635312838,2018,2,7,19
u1qcv4u,52.35523892356315,9.718315282706547,2018,7,6,5
u1qf5mg,52.41462058841114,9.640482601360784,2017,6,4,13
u1qfh8s,52.38609530174531,9.69655867761968,2018,7,2,5
u1qfn22,52.385418510524445,9.76783911492403,2018,7,7,14
u1qcv31,52.34569858763437,9.725188617702033,2018,5,7,16
u1qcxus,52.32066330585739,9.838341465327908,2018,5,2,4
u1qfjxp,52.42234325522377,9.744767916232716,2017,6,5,10
u1qfpr6,52.42280037256853,9.814160765981708,2019,2,2,16
u1qf7bt,52.43031157381486,9.664970002945038,2018,6,7,16
u1qfpug,52.41012802237922,9.837240122223575,2019,2,7,3
u1r40j3,52.41221375388604,9.845277042382861,2019,1,4,15
u1qcutg,52.37125737265287,9.694648120120165,2018,9,5,13
u1qfnsk,52.40622434336019,9.783900558343829,2018,6,1,18
u1qfjs7,52.40667071486365,9.739281787219447,2018,6,6,17
u1qfq39,52.43506529080577,9.769538645936619,2018,5,5,23
u1qfr0b,52.432105654124214,9.799965526165606,2018,6,2,2
u1qctqz,52.333183323278824,9.732895502542272,2018,4,3,13
u1qcv7c,52.36022259677277,9.724843421271736,2018,12,4,19
u1qfr0z,52.431441385127,9.80984867911331,2019,3,1,19
u1qfpgk,52.401241748492325,9.838377334927907,2017,10,7,15
u1qfn2z,52.38725610894244,9.77777589369388,2017,8,2,16
u1qcwjg,52.3266263732061,9.761193020106504,2019,1,3,23
u1qcvt0,52.36724704763001,9.734649650163563,2017,12,3,1
u1qcvvv,52.37127176687471,9.752900580313288,2018,5,6,4
u1r41e6,52.4014044204897,9.913148366962355,2018,10,7,20
u1qcgcw,52.34819588620712,9.66634643239197,2019,4,5,11
u1qf7bm,52.42889718822395,9.66517555503929,2019,1,6,23
u1qfhsr,52.40662371851851,9.700219071184293,2018,11,4,14
u1qczsv,52.36558296507164,9.82974097735802,2017,6,4,7
u1qcz33,52.345933215251506,9.812682937576174,2018,5,5,3
u1qfhxj,52.4222942363515,9.697362048471518,2017,12,3,19
u1qfhkm,52.40687287148173,9.685885680444505,2019,2,3,19
u1qcxg0,52.311895639457525,9.833326562785734,2018,5,1,4
u1qcztm,52.36789049554818,9.82898975086106,2019,1,5,11
u1qczzw,52.38016508792464,9.841471018586912,2017,5,3,5
u1qcyxw,52.38020099500441,9.78637724164385,2018,1,3,12
u1qfq39,52.436238969875326,9.768769812916796,2017,2,7,4
u1qcgxs,52.38013763509181,9.652294171668725,2017,4,5,10
u1qcust,52.364105225006654,9.697052903175322,2018,2,2,7
u1qcuj7,52.36903240280659,9.67267858540038,2018,4,2,6
u1qcxgb,52.31578407913811,9.833094884974292,2017,9,6,13
u1qcv4z,52.35490097546939,9.721799652750297,2017,1,1,15
u1qcux1,52.37790159605086,9.692197820583072,2018,5,5,9
u1qcypp,52.37849889155388,9.765808196489127,2018,7,6,10
u1qcu8n,52.339753907988474,9.699119749889066,2017,2,2,3
u1qcy8r,52.34055641217431,9.787466402495019,2017,7,6,16
u1qfnez,52.40364672871922,9.78841804119054,2017,12,1,15
u1qcytb,52.370921859596216,9.778969202963154,2017,8,1,21
u1qczth,52.366620919602,9.82856293871665,2017,4,3,16
u1r40g9,52.4025285725586,9.878569065071252,2018,10,6,22
u1qfnhy,52.40920363332509,9.765205360378614,2018,4,3,23
u1qfq6n,52.43895119796522,9.775296988445795,2018,9,1,1
u1qczhb,52.36555313612706,9.800785935099807,2017,1,5,9
u1r40x2,52.42307953860292,9.86646951070318,2019,1,1,10
u1r18qr,52.32926616080545,9.864654237686466,2018,3,4,20
u1qczxm,52.37950425824102,9.829496194167964,2017,3,3,5
u1qfhgp,52.400483495811244,9.711845508362329,2017,3,5,21
u1qfh97,52.39023070628011,9.6953125753627,2017,6,3,4
u1qfh51,52.399453220289764,9.669571731725926,2018,8,5,5
u1qf72m,52.428886894153614,9.642400988762615,2017,2,2,21
u1qcycf,52.348483726033216,9.791817951070307,2017,1,4,2
u1qfj91,52.38851171704989,9.735529552620395,2018,6,5,17
u1r40p6,52.42298866469945,9.84777993050964,2017,1,2,3
u1qcupx,52.38036270981276,9.677752579624402,2017,8,2,21
u1qfp3c,52.39267070401528,9.812470072417232,2017,6,6,3
u1r1b3t,52.347323634602986,9.862499294797107,2017,5,2,21
u1qcun7,52.37439421939084,9.67248151054626,2019,4,5,1
u1qfnjk,52.41224249472286,9.762360961235927,2017,6,5,10
u1qcujg,52.37141775948237,9.673278747521817,2017,10,1,14
u1qfjmh,52.4114322912301,9.728851989668714,2018,10,2,5
u1qcwxx,52.336700315731704,9.788277500642975,2019,3,1,22
u1qcyft,52.35306885826993,9.797035272039142,2017,7,5,3
u1r1cjd,52.36991900477318,9.890959531891577,2018,11,5,3
u1qczy3,52.37323556314115,9.83541600764319,2017,8,5,7
u1qfjm1,52.41097910002239,9.725144721906009,2017,2,5,8
u1qctx6,52.33503679388302,9.737746135705473,2019,4,4,17
u1qfr16,52.43406951278677,9.80380958255205,2017,12,1,23
u1qcuje,52.36941331043727,9.67315416688549,2019,3,7,7
u1qcu5p,52.35538540072774,9.677900414915511,2019,2,6,4
u1qfhc8,52.39201786031323,9.701963436556348,2018,5,5,4
u1qfr01,52.42802412743724,9.802318551564682,2018,8,6,16
u1qcv59,52.35912589883267,9.713333158981591,2019,5,2,8
u1qfpe7,52.4017711143907,9.82707881015519,2017,4,1,17
u1qfhqy,52.42100385049585,9.687792229336587,2019,3,5,5
u1qczuq,52.36350802196244,9.841309619323388,2018,10,7,21
u1qcur0,52.37734662274306,9.680253924573906,2019,3,2,0
u1r1b33,52.346870956362054,9.856285301044075,2018,7,4,18
u1qcz61,52.350356343559504,9.813117523706701,2019,2,6,4
u1r1b8b,52.3432902093881,9.86626397908207,2017,3,1,9
u1qfh71,52.40039295850089,9.681271346513576,2018,5,5,6
u1qcy1f,52.34943137317778,9.758729142783775,2019,1,7,11
u1qfnb9,52.38666763515499,9.790980759125246,2018,4,2,16
u1qczn1,52.37236020253315,9.80182962331063,2018,11,5,2
u1qf5mf,52.4156479255918,9.638228999662523,2018,8,5,12
u1qcwpr,52.33484715598914,9.766549897785506,2017,11,4,8
u1qcxzb,52.3375136930503,9.834107881998294,2018,3,6,17
u1qcuvv,52.37068509622276,9.709113511568903,2018,7,7,14
u1qcycq,52.346643953744504,9.798256143682064,2017,1,6,0
u1qfpj5,52.410638560557814,9.805204625047441,2019,2,7,16
u1r40nr,52.41740274532249,9.853434436128428,2019,1,6,16
u1qcy0z,52.34417931758714,9.766403081950557,2018,12,7,15
u1qcvd4,52.3501529082513,9.736768054345804,2018,2,7,15
u1qctr0,52.33413645850921,9.723660402110305,2017,1,2,6
u1qfr4e,52.441839848055814,9.805106459833864,2017,1,3,18
u1qfjj1,52.41128272478159,9.713613872041943,2018,6,4,2
u1qfj25,52.38338529243784,9.727173765906466,2018,9,7,3
u1qcv1h,52.34484700425132,9.718710855110295,2017,8,6,20
u1qcy12,52.34641107259679,9.756306705697982,2017,3,7,16
u1qfpdc,52.398377468796504,9.823168843393836,2018,5,7,19
u1qcu4t,52.353371472278496,9.67530988600712,2017,6,1,23
u1r1ch1,52.36183367661933,9.88942133012744,2018,12,1,21
u1qfn51,52.400291955685645,9.758514850621241,2017,4,4,8
u1r18jc,52.326650859628224,9.846443311644267,2017,5,3,5
u1r186y,52.310439900749365,9.863410831929409,2018,11,4,17
u1r18pn,52.33411569399646,9.853078891609389,2019,1,4,11
u1qfjsg,52.41011017573959,9.738333660883745,2017,5,2,21
u1qf4v7,52.4118954007942,9.618391738514397,2018,5,5,13
u1r1bh0,52.360898529361535,9.844828311374018,2018,6,6,23
u1qcz2h,52.34005141698738,9.817174355565296,2018,5,6,23
u1r1b71,52.35593485806114,9.857091132346659,2019,3,3,9
u1qf5h6,52.40667895485226,9.627455180381297,2018,3,6,2
u1qf5uj,52.40501639600985,9.665078206707578,2017,8,6,20
u1qfj98,52.39112466369531,9.734294004554464,2018,12,6,7
u1qcu93,52.3457345575167,9.69237126231003,2017,8,3,2
u1r404d,52.397817701896024,9.84735381693329,2017,3,1,15
u1r40b4,52.383908383747894,9.880010596988779,2018,12,2,17
u1qcvyu,52.376279153971126,9.750615842476472,2017,9,3,14
u1qcv7u,52.35987635777824,9.728680435743781,2017,11,3,7
u1qcgvt,52.369506861924705,9.66390522618511,2017,8,5,15
u1qfjyc,52.42086794061293,9.747527208239209,2017,9,5,20
u1qfjkt,52.40884058758508,9.73038181114154,2017,3,5,16
u1qcv1n,52.3448068951422,9.720736756676793,2019,4,5,12
u1qcyeb,52.360415932860086,9.778059936281162,2018,2,1,2
u1qfhfb,52.397956997594186,9.701366722202904,2017,2,4,5
u1qfpf2,52.39596767488147,9.833294829842117,2018,6,3,21
u1qczfp,52.350664745804195,9.843304663030743,2018,3,1,8
u1r1bx1,52.37861617545104,9.867823834411062,2018,8,6,7
u1r1bwr,52.37438151561317,9.875794275968657,2018,3,5,1
u1qczym,52.37415899152212,9.840257433727082,2018,11,5,1
u1qcv8s,52.34194075673637,9.739583571305934,2017,9,3,11
u1qcwjd,52.32646092389497,9.759458547272937,2017,1,3,3
u1qcyet,52.35828243441313,9.78535556697578,2017,3,6,3
u1qfr3b,52.43645259547544,9.811699053442364,2017,1,6,8
u1qcxkt,52.31966738699038,9.818096486684855,2017,2,7,7
u1qfn9z,52.3933389636552,9.788225048865403,2017,8,4,15
u1qf5g6,52.40136434950134,9.660411441726456,2017,12,6,12
u1r1b53,52.357932379162726,9.846283179873668,2017,5,2,3
u1qcswn,52.328800533674034,9.699512777712453,2017,4,1,22
u1qf5v5,52.410434045041825,9.662390851026077,2018,11,1,11
u1qcy3y,52.34898161279603,9.775632791049066,2017,4,4,22
u1qcvbm,52.34112678855388,9.752147890467251,2018,11,4,5
u1qfjgr,52.400678555169385,9.75509432893382,2018,2,5,9
u1qfr1x,52.43635523510417,9.81074461042781,2017,10,5,11
u1qcxvm,52.32439657803738,9.839803553403911,2018,5,7,17
u1qfjhv,52.409327515862735,9.719480361505532,2019,5,1,12
u1r40mg,52.41455262777995,9.859036304626473,2018,3,5,12
u1qcgge,52.35839642679966,9.661559765203428,2018,4,2,13
u1qcu45,52.350822747374195,9.672569856274054,2017,1,3,19
u1qfpqh,52.416083113788225,9.817477924761228,2017,10,2,18
u1qcu2p,52.34001441728086,9.68876986548062,2018,10,6,5
u1qf58m,52.38538637932026,9.653431455340401,2018,2,2,18
u1qfjkt,52.40839024695759,9.72980269866459,2018,3,6,7
u1r18ph,52.33375101751786,9.850441377066996,2017,5,7,11
u1r40e2,52.40123772442828,9.866158930679946,2017,8,2,15
u1qczsz,52.365718428800726,9.831815657631232,2018,9,5,16
u1qfq3n,52.43274356470778,9.775941536975978,2018,8,6,9
u1qfp6h,52.39435401551585,9.816593620609286,2018,7,2,7
u1qcwp2,52.33608733948474,9.756828534405239,2018,4,3,18
u1qfhbm,52.384944664500104,9.708520393519134,2017,12,5,6
u1qcwrk,52.33492053837356,9.773632423442415,2017,10,1,10
u1qfnvr,52.41252679972486,9.798979557141768,2018,2,1,10
u1r185y,52.31591919365566,9.852992226165915,2018,1,4,2
u1r4152,52.401549193592984,9.888527495050182,2019,4,6,8
u1r40u8,52.408427234453484,9.877595953669314,2018,12,6,23
u1qfp30,52.38908858551872,9.812101778712707,2018,12,1,4
u1qcskp,52.3179039384583,9.688867053955176,2017,3,7,6
u1r401r,52.39024794289981,9.854153414309208,2018,6,7,21
u1qcy0d,52.341754915227966,9.75947479122328,2018,7,7,12
u1qcwxc,52.33755239424145,9.779794679480199,2017,10,2,21
u1r40qy,52.42010861020101,9.863473440754051,2018,4,4,11
u1qfj7r,52.40097126025769,9.732991743678651,2017,2,7,17
u1qcvgc,52.360228252400866,9.746415895742594,2017,11,1,12
u1qfjfq,52.39533411971446,9.75414280605812,2019,3,7,7
u1r403y,52.39267568950839,9.86393149313739,2017,6,5,13
u1qcsqr,52.32941735572774,9.688907617816838,2018,10,3,8
u1qcycs,52.3475069397099,9.794651664621284,2019,2,2,17
u1qfj1j,52.38873637826145,9.720089735751298,2018,6,1,19
u1qfqe1,52.44453954129254,9.78056661803536,2018,11,5,19
u1r401v,52.39333911213166,9.850841948611233,2018,8,1,21
u1qcyqh,52.372008769924456,9.772983274145819,2017,5,6,16
u1qfm8h,52.42695244666999,9.740177205088903,2019,1,3,12
u1qcu27,52.34087417574721,9.683338497789103,2018,12,4,22
u1qcsqt,52.33077887014947,9.686947328246841,2018,8,5,8
u1qcyr0,52.378318961993656,9.768088540525346,2017,3,4,8
u1qf4uh,52.40484228923182,9.61933148158628,2017,1,7,20
u1r1bt3,52.367729962405974,9.867268728041376,2017,12,3,14
u1qcxxk,52.33590713722089,9.82854485868375,2018,5,3,0
u1r40uk,52.40623088795053,9.88311359596953,2018,12,1,22
u1r1bbg,52.34316046099936,9.881335527933413,2018,7,1,14
u1qcxwp,52.32800017937871,9.831670097048159,2017,6,6,0
u1qcv2r,52.34095120864019,9.732801201035452,2017,4,3,10
u1qcu4h,52.35058602017157,9.67461969589871,2017,7,5,6
u1qcy1h,52.345512758188384,9.7618866392356,2017,12,1,6
u1qfh9m,52.39079682496072,9.696915511979059,2018,1,7,3
u1qfnrp,52.42162151400117,9.776734586543077,2018,9,1,23
u1qf5q0,52.416392258676474,9.635727108960447,2017,5,1,13
u1qcueh,52.35599483199279,9.696525242114351,2019,4,1,1
u1qfn4e,52.39771975310707,9.76097203732127,2018,8,4,5
u1qf727,52.428420886307656,9.639189817369008,2018,3,5,22
u1qcgcy,52.34961339194626,9.665347490765042,2017,6,3,23
u1qfr3d,52.43546970923208,9.814807609050128,2019,2,5,11
u1r18qh,52.329075657237354,9.860476398978264,2018,3,5,14
u1r1b0k,52.340864638337806,9.849264154708061,2018,1,2,14
u1r1b9j,52.344464518711,9.873949713225596,2018,7,2,20
u1qcgf8,52.353476930223536,9.658072178252896,2017,1,5,13
u1r1btb,52.37103244287706,9.866618745305484,2018,6,2,6
u1qf5px,52.42444528031721,9.634422407753874,2018,12,2,21
u1r408v,52.388243605719346,9.872824266521484,2018,1,3,16
u1qfpnh,52.41583531603295,9.806243533514731,2018,8,6,18
u1qfjgv,52.40374286009247,9.751862334625581,2018,7,3,16
u1qfn9d,52.39152149058972,9.781087145106381,2017,2,6,8
u1qf5nr,52.41767225640573,9.634365361329145,2018,7,5,15
u1qfnrt,52.4241455386012,9.774735428398708,2018,6,4,16
u1qctzb,52.338532695037564,9.746047588356932,2017,8,5,13
u1qfhw0,52.41593740364767,9.690643984540452,2018,10,3,18
u1qfpqg,52.421030993342434,9.815874522675287,2018,9,2,7
u1qcgyc,52.376438874166475,9.658992851346843,2017,1,2,5
u1qfhtq,52.41289570361609,9.699087173319555,2017,10,3,0
u1r40w8,52.41973943932324,9.86613186919142,2018,5,2,6
u1qcucq,52.34665219585686,9.710179732268871,2017,8,4,20
u1qcu4p,52.350740440515565,9.678510622028856,2017,7,7,10
u1qcujs,52.3701084483546,9.673676138116546,2018,8,4,7
u1qfnhc,52.40939971875172,9.75763645331231,2018,10,2,22
u1qcvt2,52.36832947895669,9.734156520731906,2018,5,1,23
u1qcy9d,52.34735970014104,9.78133660467843,2019,5,5,10
u1qfjhb,52.40912381387225,9.71249730539027,2017,1,7,23
u1qcz74,52.356319851881004,9.814481565939374,2017,4,3,22
u1qcgfm,52.3523557750374,9.664304223965303,2018,6,5,19
u1qf790,52.43331101832412,9.64601793034705,2017,1,2,13
u1qf5g8,52.40272929131194,9.658253145689624,2019,1,1,0
u1qfpth,52.41063055993798,9.828529170860985,2017,7,6,13
u1qfjx2,52.422669202535076,9.735075284810211,2018,12,3,21
u1qf7bn,52.42719781517415,9.666096367284643,2017,5,5,14
u1qcz8f,52.343938794677406,9.82572092873843,2019,3,7,13
u1qcuvx,52.369986494863035,9.71131674193823,2018,2,1,21
u1qfp29,52.38646551007245,9.813503088773613,2018,2,4,10
u1r1byp,52.3723388917285,9.886489095722764,2018,9,6,12
u1qfq93,52.43417991434459,9.780475017343052,2017,9,6,16
