geohash7,nonacc_lat,nonacc_long,UJAHR,UMONAT,UWOCHENTAG,hour,geohash,cluster_id
u1qfh8j,52.38378191897515,9.697227273443731,2018,11,6,13,u1qfh8,289.0
u1qcguq,52.362318847844755,9.66612640459908,2017,5,2,14,u1qcgu,170.0
u1r1brb,52.38175985013056,9.8548483731913,2017,3,2,23,u1r1br,-1.0
u1qfp8j,52.382825125397154,9.829992388027717,2018,10,1,13,u1qfp8,2067.0
u1qfq87,52.42853866700646,9.782563853849972,2018,2,1,23,u1qfq8,2181.0
u1qcz29,52.341873823919016,9.812253197698297,2017,11,7,15,u1qcz2,1088.0
u1qfhrg,52.425834874295816,9.684316739177367,2017,10,7,6,u1qfhr,1442.0
u1qcyxu,52.38191194405582,9.783729685947208,2019,3,7,15,u1qcyx,1066.0
u1r1bt8,52.369234870644156,9.866473135402046,2017,2,5,22,u1r1bt,2251.0
u1qcu5y,52.359807975104935,9.677067116730736,2017,8,3,11,u1qcu5,115.0
u1qcu7t,52.358271371642864,9.686190953492368,2018,3,1,0,u1qcu7,122.0
u1qczeu,52.36003987662314,9.82855222391071,2018,8,5,4,u1qcze,1128.0
u1r1bzz,52.382489270268096,9.887146454883302,2019,5,6,15,u1r1bz,-1.0
u1qcuec,52.36026923806221,9.692451966455529,2018,3,5,6,u1qcue,165.0
u1qfjmf,52.414529924774676,9.725762602564306,2017,2,3,4,u1qfjm,1745.0
u1qctp4,52.33350462629589,9.71590886879868,2018,11,5,13,u1qctp,63.0
u1r415x,52.403228990096366,9.897477238591506,2018,12,3,16,u1r415,2336.0
u1qfh7n,52.3995471747886,9.68822576473502,2017,12,6,8,u1qfh7,1373.0
u1qfnsw,52.40822465230875,9.786921184679077,2017,12,6,17,u1qfns,1949.0
u1qcv7s,52.35926103142933,9.72973247744642,2018,11,5,12,u1qcv7,394.0
u1qfpx1,52.42141167664329,9.823910696127637,2018,6,1,7,u1qfpx,2147.0
u1qcwnf,52.333373949639046,9.759964410067504,2017,3,2,8,u1qcwn,743.0
u1qczg6,52.35746723819196,9.835607321201897,2017,10,4,4,u1qczg,1147.0
u1qczy1,52.37216460758121,9.835107037179904,2017,9,4,14,u1qczy,-1.0
u1qcww6,52.330216682856566,9.781030237142883,2019,1,4,3,u1qcww,756.0
u1qfpg9,52.403328816346175,9.835013836460854,2017,11,7,0,u1qfpg,-1.0
u1qctyk,52.3292549489389,9.751383851555877,2017,7,4,10,u1qcty,83.0
u1qfpev,52.404161857401974,9.829570351800182,2018,3,4,14,u1qfpe,2082.0
u1qczpw,52.38100802334095,9.808903527185894,2017,7,2,15,u1qczp,1171.0
u1qcggn,52.35670272019789,9.66543083823995,2018,8,4,22,u1qcgg,9.0
u1r18hu,52.32156828224701,9.850096416341593,2018,9,4,20,u1r18h,2213.0
u1qcv3m,52.346067257058436,9.730810754424981,2017,6,6,20,u1qcv3,357.0
u1qcvex,52.35847012948649,9.744544831502493,2019,2,6,22,u1qcve,165.0
u1qcxq3,52.32944723674392,9.813530245054947,2017,3,5,9,u1qcxq,851.0
u1qfj3z,52.39338190021545,9.733573285970866,2017,6,5,5,u1qfj3,165.0
u1qcyv4,52.36697123251586,9.791674926751167,2017,6,7,4,u1qcyv,-1.0
u1qcsv1,52.32332246608128,9.702856844600793,2018,8,2,20,u1qcsv,-1.0
u1qczc6,52.346393450591954,9.835760128245582,2017,4,1,8,u1qczc,868.0
u1qcyxs,52.38086519906528,9.783814216691066,2019,5,4,11,u1qcyx,1066.0
u1qctrk,52.335839993514405,9.729333990448989,2017,6,6,0,u1qctr,57.0
u1qcwrk,52.335120273806574,9.772930392762818,2018,7,4,17,u1qcwr,756.0
u1qcge1,52.35614916219115,9.64795242845097,2018,2,6,6,u1qcge,-1.0
u1r1bnw,52.375367641792444,9.853015766915943,2019,1,2,12,u1r1bn,-1.0
u1qfhzv,52.42588394211776,9.708616278642019,2018,12,3,23,u1qfhz,1499.0
u1qcstc,52.327313109754684,9.692381702186694,2018,4,3,13,u1qcst,34.0
u1qfpmz,52.41511426812876,9.820984713018074,2018,4,2,12,u1qfpm,2133.0
u1qcvqp,52.37213765289725,9.733306350468556,2017,5,2,18,u1qcvq,165.0
u1qfqbj,52.42708660862608,9.795972588591587,2017,8,1,7,u1qfqb,2125.0
u1qcwsb,52.321225212611644,9.77835120995734,2017,3,2,23,u1qcws,756.0
u1qctpr,52.335473573947866,9.721624865718047,2018,11,7,14,u1qctp,57.0
u1qcuvu,52.37046040365809,9.706807470819188,2018,5,4,15,u1qcuv,165.0
u1r406g,52.39888718903385,9.859256860694936,2017,5,4,8,u1r406,2299.0
u1qfppy,52.42540826358902,9.809252702067877,2018,9,7,8,u1qfpp,-1.0
u1r1861,52.3066191102024,9.856665585470124,2018,10,6,6,u1r186,2206.0
u1qctnc,52.33213390801362,9.713528223168412,2017,9,3,16,u1qctn,63.0
u1qcvj8,52.37015804687336,9.7126154098448,2017,5,2,4,u1qcvj,165.0
u1r1bkr,52.362354564963596,9.865450484624716,2018,1,1,11,u1r1bk,2243.0
u1qf72w,52.429809507326716,9.643652220673589,2019,5,3,2,u1qf72,-1.0
u1qcy1z,52.34921844931378,9.765992529069935,2017,8,7,0,u1qcy1,905.0
u1r1bzw,52.38141864330533,9.88556427438617,2018,8,5,3,u1r1bz,-1.0
u1r40v3,52.41172994052099,9.879371977169052,2018,9,4,20,u1r40v,-1.0
u1qfjpe,52.42409871098192,9.716312160692658,2017,6,4,11,u1qfjp,1746.0
u1r18k3,52.31837771421469,9.85647289841149,2017,6,3,14,u1r18k,-1.0
u1qfpr0,52.42224331033205,9.811226327617794,2017,10,7,17,u1qfpr,2126.0
u1qfqfy,52.44191629833764,9.798165687365266,2017,8,4,8,u1qfqf,2205.0
u1qcsv1,52.32289723229554,9.703059131960552,2017,3,3,16,u1qcsv,-1.0
u1qfhex,52.402837482082404,9.700105628348759,2017,2,6,19,u1qfhe,165.0
u1qfpd8,52.396692286559905,9.82303899629954,2018,4,1,14,u1qfpd,-1.0
u1qfnpw,52.42406667789482,9.765365238378779,2018,8,1,20,u1qfnp,2173.0
u1qczhw,52.36382682132654,9.80813785770962,2019,5,4,17,u1qczh,1102.0
u1qfjf4,52.394843236874024,9.748461594675623,2019,3,1,21,u1qfjf,165.0
u1r407p,52.39991416200146,9.864923057349694,2017,5,7,9,u1r407,-1.0
u1qfnnu,52.42079636929807,9.762290192065377,2018,11,6,21,u1qfnn,1938.0
u1qfppn,52.421315555200366,9.808527069434623,2017,2,6,21,u1qfpp,2124.0
u1qcz8k,52.34126005587225,9.82776837400882,2019,2,1,7,u1qcz8,868.0
u1qcyk2,52.36227205892865,9.768196402318734,2017,10,2,19,u1qcyk,1001.0
u1qfnzq,52.423992600168255,9.797788856685306,2019,5,1,10,u1qfnz,2125.0
u1qfj1m,52.390636394843824,9.719319136916473,2018,8,3,16,u1qfj1,165.0
u1qfjdz,52.39863878331492,9.744643750769526,2019,2,5,0,u1qfjd,165.0
u1qfk0n,52.42766566204484,9.677217060988944,2018,5,4,20,u1qfk0,-1.0
u1qfp9s,52.39205386684257,9.82836729129104,2018,1,5,10,u1qfp9,2072.0
u1qczdz,52.35408695869681,9.832359471394694,2017,8,2,9,u1qczd,1144.0
u1qcstg,52.32666531581923,9.69488836573612,2018,8,5,1,u1qcst,34.0
u1qfq3e,52.435135223592155,9.772115000330254,2018,7,7,21,u1qfq3,-1.0
u1qf5hm,52.4068912233521,9.631916364550523,2018,8,7,0,u1qf5h,-1.0
u1qcy2r,52.34141455320362,9.777344237600936,2018,4,5,22,u1qcy2,903.0
u1qfnzg,52.42671528450286,9.793520701212227,2019,2,2,9,u1qfnz,-1.0
u1qf5w3,52.41770356813921,9.64797622357516,2018,6,4,13,u1qf5w,1234.0
u1qfh82,52.38436177014018,9.690061520318627,2017,12,6,11,u1qfh8,283.0
u1r40e4,52.3993347228567,9.869778369680043,2018,6,2,12,u1r40e,2302.0
u1qfpqg,52.42000759870646,9.815814449200632,2018,5,3,7,u1qfpq,2126.0
u1qf557,52.4007814266025,9.628293451135171,2018,3,5,17,u1qf55,-1.0
u1r1bu7,52.36222101318846,9.881612131010497,2018,10,3,0,u1r1bu,-1.0
u1qfjkj,52.405646562676885,9.73089446574669,2018,8,4,10,u1qfjk,1737.0
u1r1bmn,52.36758329688764,9.86378225494071,2019,1,5,0,u1r1bm,2251.0
u1qcvbq,52.340938883511114,9.753317187615623,2019,2,7,0,u1qcvb,398.0
u1qcguh,52.3620909709372,9.663606049850946,2017,12,7,6,u1qcgu,-1.0
u1qfhsx,52.40780878608963,9.699832633478096,2018,2,4,8,u1qfhs,165.0
u1qfntq,52.41237520468903,9.786614239502619,2019,2,5,8,u1qfnt,1956.0
u1r18hu,52.321438204779156,9.84977324632491,2017,6,5,13,u1r18h,2213.0
u1qcysc,52.36577184929154,9.780136406039494,2018,9,4,23,u1qcys,1008.0
u1qcgf0,52.35102654975796,9.657513827108566,2017,7,5,19,u1qcgf,0.0
u1qfpgw,52.402199023330525,9.842214477286747,2018,6,7,13,u1qfpg,-1.0
u1qcvh1,52.360862863219474,9.713484119894778,2018,2,2,14,u1qcvh,165.0
u1qfn4y,52.399148828150366,9.765105773586255,2017,9,5,11,u1qfn4,165.0
u1r1bnk,52.37419672713169,9.8500933867227,2018,3,3,8,u1r1bn,-1.0
u1qcxzt,52.336337249381316,9.840315246036688,2019,3,3,7,u1qcxz,874.0
u1qf5g9,52.4021555852132,9.659514902364904,2019,5,4,12,u1qf5g,1234.0
u1r404u,52.39870414404758,9.849478301837566,2018,1,4,15,u1r404,2294.0
u1qfr2c,52.431141430134076,9.813235138890313,2018,4,7,9,u1qfr2,2200.0
u1qfj0h,52.38375852662514,9.718131811888467,2017,12,7,10,u1qfj0,165.0
u1qcwt4,52.32367378148412,9.78120230207938,2017,10,7,22,u1qcwt,756.0
u1qfjxb,52.42596471343594,9.73502758224175,2019,2,7,7,u1qfjx,-1.0
u1r18xu,52.33861301847822,9.87140778125095,2017,11,6,5,u1r18x,-1.0
u1qf5zx,52.42418693127694,9.667046423360068,2018,2,3,18,u1qf5z,1435.0
u1r40gy,52.40433197229039,9.885589236588226,2018,2,2,1,u1r40g,-1.0
u1qcszg,52.33794129241621,9.705715667135827,2017,10,2,11,u1qcsz,54.0
u1qfqeh,52.44442305036964,9.783977494135392,2018,12,2,1,u1qfqe,-1.0
u1qcsm3,52.32506410185725,9.680623314898266,2018,12,1,7,u1qcsm,23.0
u1qfn54,52.40013665264532,9.758792090096435,2018,6,7,6,u1qfn5,165.0
u1r40tx,52.41439430753112,9.875449083475186,2017,11,2,13,u1r40t,-1.0
u1qcyu8,52.36443557336611,9.789581080456085,2018,12,2,0,u1qcyu,-1.0
u1qctpt,52.33621387472318,9.71936678669119,2017,8,5,2,u1qctp,57.0
u1qfqex,52.44676197565491,9.788656920887556,2017,1,6,5,u1qfqe,-1.0
u1qczz9,52.38080369431861,9.834395215692307,2017,8,4,20,u1qczz,-1.0
u1qcwyd,52.33068381087092,9.791918263728824,2017,11,4,4,u1qcwy,792.0
u1qfjuj,52.40519512609872,9.752342827608556,2017,11,5,5,u1qfju,1728.0
u1qfnwn,52.41591144408042,9.78719877390954,2019,5,1,6,u1qfnw,1974.0
u1qfjux,52.40829263497473,9.755745770163172,2017,10,4,23,u1qfju,1780.0
u1qfhf6,52.39582508747182,9.704735808247547,2019,3,3,8,u1qfhf,1403.0
u1qfhq2,52.41829844129158,9.679114270934113,2017,11,2,11,u1qfhq,1423.0
u1r1bxs,52.38066204063736,9.871243342589553,2018,4,6,7,u1r1bx,-1.0
u1qcuy1,52.37187091379281,9.703543511495257,2017,1,7,17,u1qcuy,165.0
u1qcwmp,52.32358949294893,9.777598851198713,2018,11,6,23,u1qcwm,756.0
u1qfqg3,52.44507740724922,9.790763779493236,2017,4,6,18,u1qfqg,-1.0
u1qcyfx,52.35273263882554,9.799045313513137,2017,6,6,8,u1qcyf,961.0
u1qctxx,52.336956047781065,9.744817214422577,2018,9,6,3,u1qctx,82.0
u1qcxer,52.31324489522429,9.831558279295981,2018,9,7,3,u1qcxe,816.0
u1qcvrq,52.379267426393454,9.731796128273349,2017,2,7,14,u1qcvr,165.0
u1qcuvk,52.367817467325146,9.706555399140756,2017,4,6,19,u1qcuv,165.0
u1qfn7c,52.4047063251866,9.768575351812382,2018,7,1,17,u1qfn7,-1.0
u1qcusg,52.36526999672912,9.695280874829896,2018,8,3,18,u1qcus,165.0
u1qf55h,52.40045325467702,9.629665307799751,2019,1,1,18,u1qf55,-1.0
u1qfr0z,52.43133528000222,9.810172731575644,2018,12,1,22,u1qfr0,2200.0
u1qfpw3,52.41715624434414,9.824296080478966,2018,10,1,23,u1qfpw,2133.0
u1qcy4b,52.35444664231074,9.75719574960667,2017,7,3,0,u1qcy4,165.0
u1qcvrv,52.38170409730208,9.72992924579246,2018,3,7,15,u1qcvr,165.0
u1qfjp2,52.422744890659416,9.712610194636476,2017,4,2,19,u1qfjp,1746.0
u1qfhsd,52.408329689404326,9.693139276374048,2018,2,6,0,u1qfhs,1402.0
u1qfpgm,52.40121722834779,9.840261682944448,2017,6,2,13,u1qfpg,-1.0
u1qcxdd,52.30898491709392,9.825576409844814,2018,10,6,12,u1qcxd,813.0
u1qctp5,52.33450740494528,9.717335486976431,2018,3,5,4,u1qctp,57.0
u1qcy30,52.34527734085079,9.767366381954746,2017,8,6,12,u1qcy3,755.0
u1r40d2,52.396185293652,9.866998220901932,2018,10,3,7,u1r40d,-1.0
u1qcz25,52.33960226155993,9.816069352560156,2018,12,7,17,u1qcz2,858.0
u1qcujn,52.366662708249464,9.677043498700558,2017,5,7,21,u1qcuj,176.0
u1qfnwh,52.416277858676914,9.78333494627957,2017,6,7,10,u1qfnw,1952.0
u1qf5rp,52.42231837904985,9.645726387879039,2017,4,3,12,u1qf5r,1273.0
u1r4089,52.38628580353606,9.868436123339203,2019,3,3,3,u1r408,-1.0
u1qfhk2,52.407247245654794,9.67975241618132,2018,1,4,4,u1qfhk,1424.0
u1qcujc,52.37071840774136,9.670034266954136,2017,2,5,17,u1qcuj,178.0
u1qctxe,52.3368343241119,9.73814641891978,2018,6,7,3,u1qctx,-1.0
u1qcz1r,52.346213378323796,9.810209488351699,2017,9,3,16,u1qcz1,1093.0
u1qfqgw,52.446565385644845,9.79807401635766,2017,4,7,14,u1qfqg,-1.0
u1qfpmb,52.415021065415274,9.810953471537275,2017,11,1,1,u1qfpm,1919.0
u1qfjxt,52.42415408362196,9.74181052960596,2017,12,6,10,u1qfjx,165.0
u1qcgcx,52.34789753341684,9.666631955686317,2017,1,1,22,u1qcgc,87.0
u1r18pq,52.33478438326579,9.852608972935448,2018,2,7,17,u1r18p,-1.0
u1r40sv,52.410082840551965,9.873640030068824,2018,1,7,7,u1r40s,-1.0
u1r40j8,52.41311618145489,9.844144961685798,2019,1,2,4,u1r40j,2138.0
u1qczjx,52.3692893292895,9.810284161998908,2018,4,1,3,u1qczj,1151.0
u1qf4gd,52.40224801818715,9.616457045235443,2019,4,4,5,u1qf4g,1195.0
u1qcz0q,52.341039754264315,9.808521384129213,2017,11,2,8,u1qcz0,-1.0
u1qcxud,52.32060572051917,9.836849020905504,2019,5,5,20,u1qcxu,-1.0
u1qfnzp,52.42252033920482,9.799135067751264,2018,7,3,8,u1qfnz,1919.0
u1qczyy,52.37727423349496,9.841512710375275,2018,4,5,6,u1qczy,-1.0
u1qfhd5,52.39488872840154,9.694517512142028,2018,11,5,5,u1qfhd,1373.0
u1qcvv0,52.367022651012526,9.745505625125157,2019,1,2,21,u1qcvv,165.0
u1r401u,52.39323301009902,9.849556370106939,2018,1,3,6,u1r401,2269.0
u1qfn4k,52.396454614977465,9.762115506608737,2017,10,2,19,u1qfn4,165.0
u1qcudu,52.35496759437215,9.696549640041674,2017,8,6,18,u1qcud,158.0
u1qfq2j,52.42751708743154,9.773815074905528,2017,1,1,18,u1qfq2,2175.0
u1qcv6g,52.3541244247789,9.727448406277247,2018,12,7,4,u1qcv6,57.0
u1qfjs9,52.40876215568829,9.735533293439381,2018,11,6,17,u1qfjs,165.0
u1qcyze,52.38061295985764,9.794000707543336,2017,2,7,2,u1qcyz,1872.0
u1qcwvg,52.32780514881698,9.79329766942142,2017,2,2,16,u1qcwv,792.0
u1r40gg,52.40373451350575,9.881454978440699,2018,6,3,3,u1r40g,-1.0
u1qfhxw,52.424190523996884,9.698313726331929,2018,5,2,21,u1qfhx,1454.0
u1qfj5b,52.40394040871804,9.71297398919301,2018,5,5,6,u1qfj5,165.0
u1qcwrz,52.33809776170205,9.776600759350442,2017,2,6,8,u1qcwr,756.0
u1qfj5b,52.40412471435617,9.712275518966704,2017,5,4,3,u1qfj5,165.0
u1r40sy,52.409084722802035,9.874341982095867,2018,12,2,0,u1r40s,-1.0
u1r1bc5,52.34545661833972,9.88105380344639,2017,10,7,7,u1r1bc,-1.0
u1qcxzx,52.336862236032594,9.843591326034746,2019,1,6,18,u1qcxz,-1.0
u1qcuxe,52.3813428768536,9.694165561870511,2017,1,6,1,u1qcux,283.0
u1qfjm8,52.413812108134955,9.723104345536944,2017,8,6,13,u1qfjm,1735.0
u1qcvk0,52.36214763361002,9.723757957680554,2018,3,3,10,u1qcvk,165.0
u1qfpmq,52.41262357181918,9.819387237738386,2017,6,7,11,u1qfpm,2113.0
u1qfhs6,52.4069125545403,9.6937518612592,2018,7,1,20,u1qfhs,1402.0
u1qfnfk,52.395832971394995,9.795479254012157,2017,7,2,18,u1qfnf,1849.0
u1r187s,52.31501248534561,9.861500665123172,2019,4,6,6,u1r187,-1.0
u1qczt0,52.36754303549868,9.822231759081873,2018,11,5,10,u1qczt,1163.0
u1qcsyk,52.32934245370032,9.706578149574266,2018,7,6,13,u1qcsy,35.0
u1qczg0,52.35670132753371,9.833674890862644,2019,1,6,1,u1qczg,1144.0
u1qcxwz,52.33316129433547,9.832525715671727,2019,1,5,22,u1qcxw,865.0
u1qczb6,52.34094862498318,9.836065176548855,2017,10,3,14,u1qczb,1126.0
u1qcyk8,52.364846477120764,9.767526816729626,2019,5,6,6,u1qcyk,1001.0
u1qcu5g,52.35985345657323,9.672882856977644,2018,1,2,17,u1qcu5,105.0
u1qf7bb,52.43222992093703,9.657433076131207,2017,10,3,0,u1qf7b,-1.0
u1qcy7n,52.356607094465154,9.775594302818973,2018,2,3,13,u1qcy7,-1.0
u1qcydp,52.349888328628566,9.787970455692573,2019,1,1,18,u1qcyd,943.0
u1r1bnp,52.37256101899247,9.854717740675245,2019,5,1,14,u1r1bn,2237.0
u1qfhr0,52.42258714674268,9.679458041032614,2017,11,4,7,u1qfhr,-1.0
u1qcsxx,52.33638406684825,9.700556946425356,2019,3,6,19,u1qcsx,50.0
u1qfj80,52.38305468797818,9.734062163818686,2018,1,4,21,u1qfj8,165.0
u1qcwmy,52.327348371521566,9.775290755915396,2019,2,2,3,u1qcwm,756.0
u1qfhjx,52.413307883422135,9.678732456638784,2018,1,5,9,u1qfhj,1423.0
u1qcz1r,52.34684432123275,9.810644296499673,2018,2,7,13,u1qcz1,1093.0
u1qfhuf,52.40988507017047,9.703914875709712,2017,1,2,16,u1qfhu,165.0
u1qfp45,52.394568411333026,9.804234567619867,2018,7,1,7,u1qfp4,2035.0
u1qcut4,52.366565522480236,9.692954702885435,2017,11,6,12,u1qcut,165.0
u1qfnzk,52.42365997705715,9.795411541126418,2018,1,2,4,u1qfnz,2125.0
u1qcvwh,52.37247335016507,9.740054823356676,2017,10,4,18,u1qcvw,165.0
u1r1843,52.30787857280714,9.845564625265398,2017,3,3,12,u1r184,-1.0
u1qfnpm,52.423594676134215,9.763089307907011,2017,3,3,20,u1qfnp,-1.0
u1qcyd9,52.352617797730616,9.77951700366684,2018,11,2,2,u1qcyd,954.0
u1qcxh9,52.320812092183886,9.802370341412363,2019,5,2,2,u1qcxh,817.0
u1qczyn,52.3722248234274,9.841973522348246,2019,5,4,12,u1qczy,-1.0
u1qcz70,52.35567139902165,9.811262386865186,2017,8,2,16,u1qcz7,-1.0
u1qfptc,52.41524204980177,9.823601126782624,2017,5,6,9,u1qfpt,2133.0
u1qf4uj,52.40535469970589,9.620778877013212,2017,8,4,3,u1qf4u,1202.0
u1r1bhx,52.36436871770554,9.853789296600231,2018,2,1,23,u1r1bh,2237.0
u1qcgu1,52.36217122420253,9.658446435386097,2018,3,5,8,u1qcgu,-1.0
u1qcwnt,52.33068982862809,9.763205611430138,2017,12,3,23,u1qcwn,743.0
u1qfhpc,52.4257310197089,9.669964434998674,2019,1,7,9,u1qfhp,1335.0
u1qcu2t,52.34245678169813,9.686027167038793,2017,7,3,15,u1qcu2,98.0
u1qf4uw,52.40862327336682,9.621957600346288,2018,7,1,23,u1qf4u,1202.0
u1qcukh,52.361090358380096,9.685577179816617,2017,4,7,22,u1qcuk,122.0
u1qcvxy,52.38187382265074,9.742133409211881,2018,1,6,2,u1qcvx,165.0
u1r1bs5,52.36161606701947,9.87112580903682,2019,4,6,4,u1r1bs,2235.0
u1qcsx3,52.33547685725261,9.691811954504768,2018,12,4,4,u1qcsx,42.0
u1qcxqj,52.32868900077879,9.81875635312838,2018,2,7,19,u1qcxq,853.0
u1qcv4u,52.35523892356315,9.718315282706547,2018,7,6,5,u1qcv4,165.0
u1qf5mg,52.41462058841114,9.640482601360784,2017,6,4,13,u1qf5m,1234.0
u1qfh8s,52.38609530174531,9.69655867761968,2018,7,2,5,u1qfh8,-1.0
u1qfn22,52.38541851052445,9.76783911492403,2018,7,7,14,u1qfn2,1822.0
u1qcv31,52.34569858763437,9.725188617702033,2018,5,7,16,u1qcv3,57.0
u1qcxus,52.320663305857394,9.838341465327908,2018,5,2,4,u1qcxu,-1.0
u1qfjxp,52.42234325522377,9.744767916232718,2017,6,5,10,u1qfjx,1796.0
u1qfpr6,52.42280037256853,9.814160765981708,2019,2,2,16,u1qfpr,2127.0
u1qf7bt,52.43031157381486,9.664970002945036,2018,6,7,16,u1qf7b,1335.0
u1qfpug,52.41012802237922,9.837240122223577,2019,2,7,3,u1qfpu,2137.0
u1r40j3,52.41221375388604,9.84527704238286,2019,1,4,15,u1r40j,2138.0
u1qcutg,52.37125737265286,9.694648120120164,2018,9,5,13,u1qcut,269.0
u1qfnsk,52.406224343360186,9.783900558343827,2018,6,1,18,u1qfns,1948.0
u1qfjs7,52.40667071486365,9.739281787219447,2018,6,6,17,u1qfjs,165.0
u1qfq39,52.43506529080577,9.769538645936619,2018,5,5,23,u1qfq3,-1.0
u1qfr0b,52.432105654124214,9.799965526165606,2018,6,2,2,u1qfr0,2191.0
u1qctqz,52.33318332327882,9.732895502542274,2018,4,3,13,u1qctq,81.0
u1qcv7c,52.36022259677278,9.724843421271737,2018,12,4,19,u1qcv7,165.0
u1qfr0z,52.431441385127,9.80984867911331,2019,3,1,19,u1qfr0,2191.0
u1qfpgk,52.401241748492325,9.838377334927909,2017,10,7,15,u1qfpg,-1.0
u1qfn2z,52.387256108942445,9.777775893693882,2017,8,2,16,u1qfn2,-1.0
u1qcwjg,52.3266263732061,9.761193020106504,2019,1,3,23,u1qcwj,-1.0
u1qcvt0,52.36724704763,9.734649650163565,2017,12,3,1,u1qcvt,165.0
u1qcvvv,52.37127176687471,9.752900580313288,2018,5,6,4,u1qcvv,165.0
u1r41e6,52.401404420489705,9.913148366962355,2018,10,7,20,u1r41e,-1.0
u1qcgcw,52.348195886207115,9.66634643239197,2019,4,5,11,u1qcgc,87.0
u1qf7bm,52.42889718822396,9.665175555039289,2019,1,6,23,u1qf7b,1335.0
u1qfhsr,52.4066237185185,9.700219071184293,2018,11,4,14,u1qfhs,165.0
u1qczsv,52.36558296507164,9.82974097735802,2017,6,4,7,u1qczs,1128.0
u1qcz33,52.34593321525151,9.812682937576174,2018,5,5,3,u1qcz3,1088.0
u1qfhxj,52.4222942363515,9.697362048471518,2017,12,3,19,u1qfhx,1454.0
u1qfhkm,52.406872871481724,9.685885680444503,2019,2,3,19,u1qfhk,1426.0
u1qcxg0,52.31189563945753,9.833326562785734,2018,5,1,4,u1qcxg,-1.0
u1qcztm,52.36789049554818,9.82898975086106,2019,1,5,11,u1qczt,-1.0
u1qczzw,52.380165087924645,9.841471018586912,2017,5,3,5,u1qczz,-1.0
u1qcyxw,52.38020099500441,9.78637724164385,2018,1,3,12,u1qcyx,1066.0
u1qfq39,52.436238969875326,9.768769812916798,2017,2,7,4,u1qfq3,-1.0
u1qcgxs,52.38013763509181,9.652294171668725,2017,4,5,10,u1qcgx,-1.0
u1qcust,52.364105225006654,9.697052903175322,2018,2,2,7,u1qcus,165.0
u1qcuj7,52.369032402806596,9.672678585400382,2018,4,2,6,u1qcuj,178.0
u1qcxgb,52.315784079138105,9.833094884974292,2017,9,6,13,u1qcxg,-1.0
u1qcv4z,52.35490097546939,9.721799652750297,2017,1,1,15,u1qcv4,57.0
u1qcux1,52.37790159605086,9.692197820583072,2018,5,5,9,u1qcux,269.0
u1qcypp,52.37849889155388,9.765808196489127,2018,7,6,10,u1qcyp,1031.0
u1qcu8n,52.339753907988474,9.699119749889066,2017,2,2,3,u1qcu8,134.0
u1qcy8r,52.34055641217431,9.787466402495019,2017,7,6,16,u1qcy8,937.0
u1qfnez,52.40364672871922,9.788418041190539,2017,12,1,15,u1qfne,1912.0
u1qcytb,52.370921859596216,9.778969202963154,2017,8,1,21,u1qcyt,1008.0
u1qczth,52.366620919602006,9.82856293871665,2017,4,3,16,u1qczt,1128.0
u1r40g9,52.4025285725586,9.878569065071252,2018,10,6,22,u1r40g,2309.0
u1qfnhy,52.40920363332509,9.765205360378614,2018,4,3,23,u1qfnh,1920.0
u1qfq6n,52.438951197965224,9.775296988445797,2018,9,1,1,u1qfq6,-1.0
u1qczhb,52.36555313612706,9.800785935099807,2017,1,5,9,u1qczh,-1.0
u1r40x2,52.42307953860293,9.86646951070318,2019,1,1,10,u1r40x,-1.0
u1r18qr,52.32926616080545,9.864654237686468,2018,3,4,20,u1r18q,2219.0
u1qczxm,52.37950425824103,9.829496194167962,2017,3,3,5,u1qczx,1193.0
u1qfhgp,52.40048349581125,9.711845508362329,2017,3,5,21,u1qfhg,165.0
u1qfh97,52.39023070628011,9.6953125753627,2017,6,3,4,u1qfh9,1373.0
u1qfh51,52.39945322028976,9.669571731725926,2018,8,5,5,u1qfh5,1237.0
u1qf72m,52.428886894153614,9.642400988762617,2017,2,2,21,u1qf72,-1.0
u1qcycf,52.34848372603322,9.791817951070307,2017,1,4,2,u1qcyc,949.0
u1qfj91,52.388511717049894,9.735529552620397,2018,6,5,17,u1qfj9,165.0
u1r40p6,52.42298866469945,9.847779930509642,2017,1,2,3,u1r40p,2333.0
u1qcupx,52.38036270981276,9.677752579624402,2017,8,2,21,u1qcup,204.0
u1qfp3c,52.39267070401528,9.812470072417232,2017,6,6,3,u1qfp3,2026.0
u1r1b3t,52.34732363460298,9.862499294797107,2017,5,2,21,u1r1b3,-1.0
u1qcun7,52.374394219390844,9.67248151054626,2019,4,5,1,u1qcun,193.0
u1qfnjk,52.41224249472286,9.762360961235927,2017,6,5,10,u1qfnj,1920.0
u1qcujg,52.37141775948236,9.673278747521817,2017,10,1,14,u1qcuj,178.0
u1qfjmh,52.4114322912301,9.728851989668712,2018,10,2,5,u1qfjm,1740.0
u1qcwxx,52.336700315731704,9.788277500642977,2019,3,1,22,u1qcwx,792.0
u1qcyft,52.35306885826993,9.797035272039142,2017,7,5,3,u1qcyf,961.0
u1r1cjd,52.36991900477318,9.890959531891577,2018,11,5,3,u1r1cj,-1.0
u1qczy3,52.373235563141144,9.83541600764319,2017,8,5,7,u1qczy,-1.0
u1qfjm1,52.410979100022395,9.725144721906007,2017,2,5,8,u1qfjm,1740.0
